beach_name,collection_date,site_name,e_coli,Date,is_outlier
Sunnyside Beach,2012-08-17,17,140,2012-08-17,Normal
Sunnyside Beach,2012-08-17,18,130,2012-08-17,Normal
Sunnyside Beach,2012-08-17,20,50,2012-08-17,Normal
Sunnyside Beach,2012-08-17,21,60,2012-08-17,Normal
Sunnyside Beach,2012-08-17,22,70,2012-08-17,Normal
Marie Curtis Park East Beach,2012-08-16,29,70,2012-08-16,Normal
Marie Curtis Park East Beach,2012-08-16,33,60,2012-08-16,Normal
Marie Curtis Park East Beach,2012-08-16,32,40,2012-08-16,Normal
Marie Curtis Park East Beach,2012-08-16,31,50,2012-08-16,Normal
Marie Curtis Park East Beach,2012-08-16,30,120,2012-08-16,Normal
Sunnyside Beach,2012-08-16,19,30,2012-08-16,Normal
Sunnyside Beach,2012-08-16,17,110,2012-08-16,Normal
Sunnyside Beach,2012-08-16,18,10,2012-08-16,Normal
Sunnyside Beach,2012-08-16,20,110,2012-08-16,Normal
Sunnyside Beach,2012-08-16,21,20,2012-08-16,Normal
Sunnyside Beach,2012-08-16,22,60,2012-08-16,Normal
Marie Curtis Park East Beach,2012-08-15,29,200,2012-08-15,Normal
Marie Curtis Park East Beach,2012-08-15,33,40,2012-08-15,Normal
Marie Curtis Park East Beach,2012-08-15,32,520,2012-08-15,Normal
Marie Curtis Park East Beach,2012-08-15,31,580,2012-08-15,Normal
Marie Curtis Park East Beach,2012-08-15,30,420,2012-08-15,Normal
Sunnyside Beach,2012-08-15,19,170,2012-08-15,Normal
Sunnyside Beach,2012-08-15,17,110,2012-08-15,Normal
Sunnyside Beach,2012-08-15,18,30,2012-08-15,Normal
Sunnyside Beach,2012-08-15,20,180,2012-08-15,Normal
Sunnyside Beach,2012-08-15,21,180,2012-08-15,Normal
Sunnyside Beach,2012-08-15,22,50,2012-08-15,Normal
Marie Curtis Park East Beach,2012-08-14,29,20,2012-08-14,Normal
Marie Curtis Park East Beach,2012-08-14,33,90,2012-08-14,Normal
Marie Curtis Park East Beach,2012-08-14,32,200,2012-08-14,Normal
Marie Curtis Park East Beach,2012-08-14,31,60,2012-08-14,Normal
Marie Curtis Park East Beach,2012-08-14,30,70,2012-08-14,Normal
Sunnyside Beach,2012-08-14,19,60,2012-08-14,Normal
Sunnyside Beach,2012-08-14,17,20,2012-08-14,Normal
Sunnyside Beach,2012-08-14,18,40,2012-08-14,Normal
Sunnyside Beach,2012-08-14,20,20,2012-08-14,Normal
Sunnyside Beach,2012-08-14,21,230,2012-08-14,Normal
Sunnyside Beach,2012-08-14,22,130,2012-08-14,Normal
Marie Curtis Park East Beach,2012-08-13,29,10,2012-08-13,Normal
Marie Curtis Park East Beach,2012-08-13,33,10,2012-08-13,Normal
Marie Curtis Park East Beach,2012-08-13,32,40,2012-08-13,Normal
Marie Curtis Park East Beach,2012-08-13,31,30,2012-08-13,Normal
Marie Curtis Park East Beach,2012-08-13,30,10,2012-08-13,Normal
Sunnyside Beach,2012-08-13,19,160,2012-08-13,Normal
Sunnyside Beach,2012-08-13,17,110,2012-08-13,Normal
Sunnyside Beach,2012-08-13,18,90,2012-08-13,Normal
Sunnyside Beach,2012-08-13,20,130,2012-08-13,Normal
Sunnyside Beach,2012-08-13,21,120,2012-08-13,Normal
Sunnyside Beach,2012-08-13,22,140,2012-08-13,Normal
Marie Curtis Park East Beach,2012-08-12,29,1660,2012-08-12,Normal
Marie Curtis Park East Beach,2012-08-12,33,820,2012-08-12,Normal
Marie Curtis Park East Beach,2012-08-12,32,1400,2012-08-12,Normal
Marie Curtis Park East Beach,2012-08-12,31,1450,2012-08-12,Normal
Marie Curtis Park East Beach,2012-08-12,30,1700,2012-08-12,Normal
Sunnyside Beach,2012-08-12,19,90,2012-08-12,Normal
Sunnyside Beach,2012-08-12,17,280,2012-08-12,Normal
Sunnyside Beach,2012-08-12,18,300,2012-08-12,Normal
Sunnyside Beach,2012-08-12,20,220,2012-08-12,Normal
Sunnyside Beach,2012-08-12,21,160,2012-08-12,Normal
Sunnyside Beach,2012-08-12,22,180,2012-08-12,Normal
Marie Curtis Park East Beach,2012-08-11,29,10,2012-08-11,Normal
Marie Curtis Park East Beach,2012-08-11,33,450,2012-08-11,Normal
Marie Curtis Park East Beach,2012-08-11,32,290,2012-08-11,Normal
Marie Curtis Park East Beach,2012-08-11,31,420,2012-08-11,Normal
Marie Curtis Park East Beach,2012-08-11,30,10,2012-08-11,Normal
Sunnyside Beach,2012-08-11,19,40,2012-08-11,Normal
Sunnyside Beach,2012-08-11,17,50,2012-08-11,Normal
Sunnyside Beach,2012-08-11,18,70,2012-08-11,Normal
Sunnyside Beach,2012-08-11,20,70,2012-08-11,Normal
Sunnyside Beach,2012-08-11,21,220,2012-08-11,Normal
Sunnyside Beach,2012-08-11,22,310,2012-08-11,Normal
Marie Curtis Park East Beach,2012-08-10,29,60,2012-08-10,Normal
Marie Curtis Park East Beach,2012-08-10,33,60,2012-08-10,Normal
Marie Curtis Park East Beach,2012-08-10,32,80,2012-08-10,Normal
Marie Curtis Park East Beach,2012-08-10,31,90,2012-08-10,Normal
Marie Curtis Park East Beach,2012-08-10,30,60,2012-08-10,Normal
Sunnyside Beach,2012-08-10,19,110,2012-08-10,Normal
Sunnyside Beach,2012-08-10,17,620,2012-08-10,Normal
Sunnyside Beach,2012-08-10,18,40,2012-08-10,Normal
Sunnyside Beach,2012-08-10,20,120,2012-08-10,Normal
Sunnyside Beach,2012-08-10,21,1500,2012-08-10,Normal
Sunnyside Beach,2012-08-10,22,110,2012-08-10,Normal
Marie Curtis Park East Beach,2012-08-09,29,100,2012-08-09,Normal
Marie Curtis Park East Beach,2012-08-09,33,10,2012-08-09,Normal
Marie Curtis Park East Beach,2012-08-09,32,20,2012-08-09,Normal
Marie Curtis Park East Beach,2012-08-09,31,10,2012-08-09,Normal
Marie Curtis Park East Beach,2012-08-09,30,370,2012-08-09,Normal
Sunnyside Beach,2012-08-09,19,80,2012-08-09,Normal
Sunnyside Beach,2012-08-09,17,50,2012-08-09,Normal
Sunnyside Beach,2012-08-09,18,30,2012-08-09,Normal
Sunnyside Beach,2012-08-09,20,310,2012-08-09,Normal
Sunnyside Beach,2012-08-09,21,220,2012-08-09,Normal
Sunnyside Beach,2012-08-09,22,10,2012-08-09,Normal
Marie Curtis Park East Beach,2012-08-08,29,50,2012-08-08,Normal
Marie Curtis Park East Beach,2012-08-08,33,10,2012-08-08,Normal
Marie Curtis Park East Beach,2012-08-08,32,20,2012-08-08,Normal
Marie Curtis Park East Beach,2012-08-08,31,60,2012-08-08,Normal
Marie Curtis Park East Beach,2012-08-08,30,20,2012-08-08,Normal
Sunnyside Beach,2012-08-08,19,80,2012-08-08,Normal
Sunnyside Beach,2012-08-08,17,70,2012-08-08,Normal
Sunnyside Beach,2012-08-08,18,40,2012-08-08,Normal
Sunnyside Beach,2012-08-08,20,40,2012-08-08,Normal
Sunnyside Beach,2012-08-08,21,10,2012-08-08,Normal
Sunnyside Beach,2012-08-08,22,170,2012-08-08,Normal
Marie Curtis Park East Beach,2012-08-07,29,80,2012-08-07,Normal
Marie Curtis Park East Beach,2012-08-07,33,230,2012-08-07,Normal
Marie Curtis Park East Beach,2012-08-07,32,130,2012-08-07,Normal
Marie Curtis Park East Beach,2012-08-07,31,160,2012-08-07,Normal
Marie Curtis Park East Beach,2012-08-07,30,230,2012-08-07,Normal
Sunnyside Beach,2012-08-07,19,130,2012-08-07,Normal
Sunnyside Beach,2012-08-07,17,150,2012-08-07,Normal
Sunnyside Beach,2012-08-07,18,40,2012-08-07,Normal
Sunnyside Beach,2012-08-07,20,110,2012-08-07,Normal
Sunnyside Beach,2012-08-07,21,160,2012-08-07,Normal
Sunnyside Beach,2012-08-07,22,100,2012-08-07,Normal
Marie Curtis Park East Beach,2012-08-06,29,80,2012-08-06,Normal
Marie Curtis Park East Beach,2012-08-06,33,10,2012-08-06,Normal
Marie Curtis Park East Beach,2012-08-06,32,70,2012-08-06,Normal
Marie Curtis Park East Beach,2012-08-06,31,50,2012-08-06,Normal
Marie Curtis Park East Beach,2012-08-06,30,70,2012-08-06,Normal
Sunnyside Beach,2012-08-06,19,50,2012-08-06,Normal
Sunnyside Beach,2012-08-06,17,80,2012-08-06,Normal
Sunnyside Beach,2012-08-06,18,70,2012-08-06,Normal
Sunnyside Beach,2012-08-06,20,50,2012-08-06,Normal
Sunnyside Beach,2012-08-06,21,110,2012-08-06,Normal
Sunnyside Beach,2012-08-06,22,60,2012-08-06,Normal
Sunnyside Beach,2012-08-05,19,730,2012-08-05,Normal
Sunnyside Beach,2012-08-05,17,740,2012-08-05,Normal
Sunnyside Beach,2012-08-05,18,450,2012-08-05,Normal
Sunnyside Beach,2012-08-05,20,1200,2012-08-05,Normal
Sunnyside Beach,2012-08-05,21,880,2012-08-05,Normal
Sunnyside Beach,2012-08-05,22,950,2012-08-05,Normal
Marie Curtis Park East Beach,2012-08-04,29,170,2012-08-04,Normal
Marie Curtis Park East Beach,2012-08-04,33,200,2012-08-04,Normal
Marie Curtis Park East Beach,2012-08-04,32,90,2012-08-04,Normal
Marie Curtis Park East Beach,2012-08-04,31,330,2012-08-04,Normal
Marie Curtis Park East Beach,2012-08-04,30,140,2012-08-04,Normal
Sunnyside Beach,2012-08-04,19,10,2012-08-04,Normal
Sunnyside Beach,2012-08-04,17,30,2012-08-04,Normal
Sunnyside Beach,2012-08-04,18,40,2012-08-04,Normal
Sunnyside Beach,2012-08-04,20,20,2012-08-04,Normal
Sunnyside Beach,2012-08-04,21,50,2012-08-04,Normal
Sunnyside Beach,2012-08-04,22,20,2012-08-04,Normal
Marie Curtis Park East Beach,2012-08-03,29,180,2012-08-03,Normal
Marie Curtis Park East Beach,2012-08-03,33,80,2012-08-03,Normal
Marie Curtis Park East Beach,2012-08-03,32,80,2012-08-03,Normal
Marie Curtis Park East Beach,2012-08-03,31,80,2012-08-03,Normal
Marie Curtis Park East Beach,2012-08-03,30,80,2012-08-03,Normal
Sunnyside Beach,2012-08-03,19,80,2012-08-03,Normal
Sunnyside Beach,2012-08-03,17,140,2012-08-03,Normal
Sunnyside Beach,2012-08-03,18,80,2012-08-03,Normal
Sunnyside Beach,2012-08-03,20,140,2012-08-03,Normal
Sunnyside Beach,2012-08-03,21,140,2012-08-03,Normal
Sunnyside Beach,2012-08-03,22,180,2012-08-03,Normal
Marie Curtis Park East Beach,2012-08-02,29,140,2012-08-02,Normal
Marie Curtis Park East Beach,2012-08-02,33,170,2012-08-02,Normal
Marie Curtis Park East Beach,2012-08-02,32,270,2012-08-02,Normal
Marie Curtis Park East Beach,2012-08-02,31,160,2012-08-02,Normal
Marie Curtis Park East Beach,2012-08-02,30,130,2012-08-02,Normal
Sunnyside Beach,2012-08-02,19,260,2012-08-02,Normal
Sunnyside Beach,2012-08-02,17,390,2012-08-02,Normal
Sunnyside Beach,2012-08-02,18,250,2012-08-02,Normal
Sunnyside Beach,2012-08-02,20,140,2012-08-02,Normal
Sunnyside Beach,2012-08-02,21,130,2012-08-02,Normal
Sunnyside Beach,2012-08-02,22,220,2012-08-02,Normal
Marie Curtis Park East Beach,2012-08-01,29,990,2012-08-01,Normal
Marie Curtis Park East Beach,2012-08-01,33,340,2012-08-01,Normal
Marie Curtis Park East Beach,2012-08-01,32,300,2012-08-01,Normal
Marie Curtis Park East Beach,2012-08-01,31,780,2012-08-01,Normal
Marie Curtis Park East Beach,2012-08-01,30,590,2012-08-01,Normal
Sunnyside Beach,2012-08-01,19,370,2012-08-01,Normal
Sunnyside Beach,2012-08-01,17,160,2012-08-01,Normal
Sunnyside Beach,2012-08-01,18,140,2012-08-01,Normal
Sunnyside Beach,2012-08-01,20,290,2012-08-01,Normal
Sunnyside Beach,2012-08-01,21,800,2012-08-01,Normal
Sunnyside Beach,2012-08-01,22,790,2012-08-01,Normal
Marie Curtis Park East Beach,2012-07-31,29,10,2012-07-31,Normal
Marie Curtis Park East Beach,2012-07-31,33,770,2012-07-31,Normal
Marie Curtis Park East Beach,2012-07-31,32,430,2012-07-31,Normal
Marie Curtis Park East Beach,2012-07-31,31,180,2012-07-31,Normal
Marie Curtis Park East Beach,2012-07-31,30,50,2012-07-31,Normal
Sunnyside Beach,2012-07-31,19,540,2012-07-31,Normal
Sunnyside Beach,2012-07-31,17,220,2012-07-31,Normal
Sunnyside Beach,2012-07-31,18,30,2012-07-31,Normal
Sunnyside Beach,2012-07-31,21,630,2012-07-31,Normal
Sunnyside Beach,2012-07-31,22,740,2012-07-31,Normal
Marie Curtis Park East Beach,2012-07-30,29,120,2012-07-30,Normal
Marie Curtis Park East Beach,2012-07-30,33,100,2012-07-30,Normal
Marie Curtis Park East Beach,2012-07-30,32,190,2012-07-30,Normal
Marie Curtis Park East Beach,2012-07-30,31,110,2012-07-30,Normal
Marie Curtis Park East Beach,2012-07-30,30,90,2012-07-30,Normal
Sunnyside Beach,2012-07-30,19,30,2012-07-30,Normal
Sunnyside Beach,2012-07-30,17,10,2012-07-30,Normal
Sunnyside Beach,2012-07-30,18,10,2012-07-30,Normal
Sunnyside Beach,2012-07-30,20,10,2012-07-30,Normal
Sunnyside Beach,2012-07-30,21,50,2012-07-30,Normal
Sunnyside Beach,2012-07-30,22,10,2012-07-30,Normal
Marie Curtis Park East Beach,2012-07-29,29,220,2012-07-29,Normal
Marie Curtis Park East Beach,2012-07-29,33,460,2012-07-29,Normal
Marie Curtis Park East Beach,2012-07-29,32,180,2012-07-29,Normal
Marie Curtis Park East Beach,2012-07-29,31,250,2012-07-29,Normal
Marie Curtis Park East Beach,2012-07-29,30,100,2012-07-29,Normal
Sunnyside Beach,2012-07-29,19,10,2012-07-29,Normal
Sunnyside Beach,2012-07-29,17,10,2012-07-29,Normal
Sunnyside Beach,2012-07-29,18,10,2012-07-29,Normal
Sunnyside Beach,2012-07-29,20,30,2012-07-29,Normal
Sunnyside Beach,2012-07-29,21,20,2012-07-29,Normal
Sunnyside Beach,2012-07-29,22,30,2012-07-29,Normal
Marie Curtis Park East Beach,2012-07-28,29,320,2012-07-28,Normal
Marie Curtis Park East Beach,2012-07-28,33,310,2012-07-28,Normal
Marie Curtis Park East Beach,2012-07-28,32,210,2012-07-28,Normal
Marie Curtis Park East Beach,2012-07-28,31,250,2012-07-28,Normal
Marie Curtis Park East Beach,2012-07-28,30,290,2012-07-28,Normal
Sunnyside Beach,2012-07-28,19,70,2012-07-28,Normal
Sunnyside Beach,2012-07-28,17,40,2012-07-28,Normal
Sunnyside Beach,2012-07-28,18,50,2012-07-28,Normal
Sunnyside Beach,2012-07-28,20,40,2012-07-28,Normal
Sunnyside Beach,2012-07-28,21,110,2012-07-28,Normal
Sunnyside Beach,2012-07-28,22,100,2012-07-28,Normal
Marie Curtis Park East Beach,2012-07-27,29,540,2012-07-27,Normal
Marie Curtis Park East Beach,2012-07-27,33,460,2012-07-27,Normal
Marie Curtis Park East Beach,2012-07-27,32,350,2012-07-27,Normal
Marie Curtis Park East Beach,2012-07-27,31,710,2012-07-27,Normal
Marie Curtis Park East Beach,2012-07-27,30,470,2012-07-27,Normal
Sunnyside Beach,2012-07-27,19,470,2012-07-27,Normal
Sunnyside Beach,2012-07-27,17,1100,2012-07-27,Normal
Sunnyside Beach,2012-07-27,18,500,2012-07-27,Normal
Sunnyside Beach,2012-07-27,20,590,2012-07-27,Normal
Sunnyside Beach,2012-07-27,21,200,2012-07-27,Normal
Sunnyside Beach,2012-07-27,22,440,2012-07-27,Normal
Marie Curtis Park East Beach,2012-07-26,29,860,2012-07-26,Normal
Marie Curtis Park East Beach,2012-07-26,33,550,2012-07-26,Normal
Marie Curtis Park East Beach,2012-07-26,32,380,2012-07-26,Normal
Marie Curtis Park East Beach,2012-07-26,31,740,2012-07-26,Normal
Marie Curtis Park East Beach,2012-07-26,30,950,2012-07-26,Normal
Sunnyside Beach,2012-07-26,19,10,2012-07-26,Normal
Sunnyside Beach,2012-07-26,18,20,2012-07-26,Normal
Sunnyside Beach,2012-07-26,17,10,2012-07-26,Normal
Sunnyside Beach,2012-07-26,20,20,2012-07-26,Normal
Sunnyside Beach,2012-07-26,21,20,2012-07-26,Normal
Sunnyside Beach,2012-07-26,22,10,2012-07-26,Normal
Marie Curtis Park East Beach,2012-07-25,29,20,2012-07-25,Normal
Marie Curtis Park East Beach,2012-07-25,33,30,2012-07-25,Normal
Marie Curtis Park East Beach,2012-07-25,32,30,2012-07-25,Normal
Marie Curtis Park East Beach,2012-07-25,31,50,2012-07-25,Normal
Marie Curtis Park East Beach,2012-07-25,30,40,2012-07-25,Normal
Sunnyside Beach,2012-07-25,19,10,2012-07-25,Normal
Sunnyside Beach,2012-07-25,18,40,2012-07-25,Normal
Sunnyside Beach,2012-07-25,17,10,2012-07-25,Normal
Sunnyside Beach,2012-07-25,20,10,2012-07-25,Normal
Sunnyside Beach,2012-07-25,21,10,2012-07-25,Normal
Sunnyside Beach,2012-07-25,22,20,2012-07-25,Normal
Marie Curtis Park East Beach,2012-07-24,29,10,2012-07-24,Normal
Marie Curtis Park East Beach,2012-07-24,33,30,2012-07-24,Normal
Marie Curtis Park East Beach,2012-07-24,32,10,2012-07-24,Normal
Marie Curtis Park East Beach,2012-07-24,31,10,2012-07-24,Normal
Marie Curtis Park East Beach,2012-07-24,30,10,2012-07-24,Normal
Sunnyside Beach,2012-07-24,19,70,2012-07-24,Normal
Sunnyside Beach,2012-07-24,18,160,2012-07-24,Normal
Sunnyside Beach,2012-07-24,17,30,2012-07-24,Normal
Sunnyside Beach,2012-07-24,20,60,2012-07-24,Normal
Sunnyside Beach,2012-07-24,21,110,2012-07-24,Normal
Sunnyside Beach,2012-07-24,22,70,2012-07-24,Normal
Marie Curtis Park East Beach,2012-07-23,33,350,2012-07-23,Normal
Marie Curtis Park East Beach,2012-07-23,32,410,2012-07-23,Normal
Marie Curtis Park East Beach,2012-07-23,31,410,2012-07-23,Normal
Marie Curtis Park East Beach,2012-07-23,30,760,2012-07-23,Normal
Sunnyside Beach,2012-07-23,19,200,2012-07-23,Normal
Sunnyside Beach,2012-07-23,18,90,2012-07-23,Normal
Sunnyside Beach,2012-07-23,17,160,2012-07-23,Normal
Sunnyside Beach,2012-07-23,20,210,2012-07-23,Normal
Sunnyside Beach,2012-07-23,21,220,2012-07-23,Normal
Sunnyside Beach,2012-07-23,22,150,2012-07-23,Normal
Marie Curtis Park East Beach,2012-07-22,29,180,2012-07-22,Normal
Marie Curtis Park East Beach,2012-07-22,33,10,2012-07-22,Normal
Marie Curtis Park East Beach,2012-07-22,32,90,2012-07-22,Normal
Marie Curtis Park East Beach,2012-07-22,31,110,2012-07-22,Normal
Marie Curtis Park East Beach,2012-07-22,30,100,2012-07-22,Normal
Sunnyside Beach,2012-07-22,19,20,2012-07-22,Normal
Sunnyside Beach,2012-07-22,18,100,2012-07-22,Normal
Sunnyside Beach,2012-07-22,17,90,2012-07-22,Normal
Sunnyside Beach,2012-07-22,20,70,2012-07-22,Normal
Sunnyside Beach,2012-07-22,21,40,2012-07-22,Normal
Sunnyside Beach,2012-07-22,22,60,2012-07-22,Normal
Marie Curtis Park East Beach,2012-07-21,29,10,2012-07-21,Normal
Marie Curtis Park East Beach,2012-07-21,33,10,2012-07-21,Normal
Marie Curtis Park East Beach,2012-07-21,32,10,2012-07-21,Normal
Marie Curtis Park East Beach,2012-07-21,31,10,2012-07-21,Normal
Marie Curtis Park East Beach,2012-07-21,30,10,2012-07-21,Normal
Sunnyside Beach,2012-07-21,19,10,2012-07-21,Normal
Sunnyside Beach,2012-07-21,18,50,2012-07-21,Normal
Sunnyside Beach,2012-07-21,17,10,2012-07-21,Normal
Sunnyside Beach,2012-07-21,20,10,2012-07-21,Normal
Sunnyside Beach,2012-07-21,21,20,2012-07-21,Normal
Sunnyside Beach,2012-07-21,22,20,2012-07-21,Normal
Sunnyside Beach,2012-07-20,19,10,2012-07-20,Normal
Sunnyside Beach,2012-07-20,18,10,2012-07-20,Normal
Sunnyside Beach,2012-07-20,17,20,2012-07-20,Normal
Sunnyside Beach,2012-07-20,20,10,2012-07-20,Normal
Sunnyside Beach,2012-07-20,21,130,2012-07-20,Normal
Sunnyside Beach,2012-07-20,22,30,2012-07-20,Normal
Marie Curtis Park East Beach,2012-07-19,33,190,2012-07-19,Normal
Marie Curtis Park East Beach,2012-07-19,32,210,2012-07-19,Normal
Marie Curtis Park East Beach,2012-07-19,31,740,2012-07-19,Normal
Marie Curtis Park East Beach,2012-07-19,30,1600,2012-07-19,Normal
Sunnyside Beach,2012-07-19,19,560,2012-07-19,Normal
Sunnyside Beach,2012-07-19,18,20,2012-07-19,Normal
Sunnyside Beach,2012-07-19,17,10,2012-07-19,Normal
Sunnyside Beach,2012-07-19,20,60,2012-07-19,Normal
Sunnyside Beach,2012-07-19,21,540,2012-07-19,Normal
Sunnyside Beach,2012-07-19,22,30,2012-07-19,Normal
Marie Curtis Park East Beach,2012-07-18,29,50,2012-07-18,Normal
Marie Curtis Park East Beach,2012-07-18,33,40,2012-07-18,Normal
Marie Curtis Park East Beach,2012-07-18,32,40,2012-07-18,Normal
Marie Curtis Park East Beach,2012-07-18,31,30,2012-07-18,Normal
Marie Curtis Park East Beach,2012-07-18,30,10,2012-07-18,Normal
Sunnyside Beach,2012-07-18,19,20,2012-07-18,Normal
Sunnyside Beach,2012-07-18,18,70,2012-07-18,Normal
Sunnyside Beach,2012-07-18,17,750,2012-07-18,Normal
Sunnyside Beach,2012-07-18,20,10,2012-07-18,Normal
Sunnyside Beach,2012-07-18,21,60,2012-07-18,Normal
Sunnyside Beach,2012-07-18,22,40,2012-07-18,Normal
Marie Curtis Park East Beach,2012-07-17,29,80,2012-07-17,Normal
Marie Curtis Park East Beach,2012-07-17,33,150,2012-07-17,Normal
Marie Curtis Park East Beach,2012-07-17,32,100,2012-07-17,Normal
Marie Curtis Park East Beach,2012-07-17,31,100,2012-07-17,Normal
Marie Curtis Park East Beach,2012-07-17,30,70,2012-07-17,Normal
Sunnyside Beach,2012-07-17,19,110,2012-07-17,Normal
Sunnyside Beach,2012-07-17,18,60,2012-07-17,Normal
Sunnyside Beach,2012-07-17,17,80,2012-07-17,Normal
Sunnyside Beach,2012-07-17,20,110,2012-07-17,Normal
Sunnyside Beach,2012-07-17,21,150,2012-07-17,Normal
Sunnyside Beach,2012-07-17,22,140,2012-07-17,Normal
Sunnyside Beach,2012-07-16,19,650,2012-07-16,Normal
Sunnyside Beach,2012-07-16,17,150,2012-07-16,Normal
Sunnyside Beach,2012-07-16,20,260,2012-07-16,Normal
Sunnyside Beach,2012-07-16,21,680,2012-07-16,Normal
Sunnyside Beach,2012-07-16,22,1600,2012-07-16,Normal
Marie Curtis Park East Beach,2012-07-15,29,30,2012-07-15,Normal
Marie Curtis Park East Beach,2012-07-15,33,250,2012-07-15,Normal
Marie Curtis Park East Beach,2012-07-15,32,50,2012-07-15,Normal
Marie Curtis Park East Beach,2012-07-15,31,130,2012-07-15,Normal
Marie Curtis Park East Beach,2012-07-15,30,110,2012-07-15,Normal
Sunnyside Beach,2012-07-15,19,30,2012-07-15,Normal
Sunnyside Beach,2012-07-15,18,40,2012-07-15,Normal
Sunnyside Beach,2012-07-15,17,40,2012-07-15,Normal
Sunnyside Beach,2012-07-15,20,30,2012-07-15,Normal
Sunnyside Beach,2012-07-15,21,30,2012-07-15,Normal
Sunnyside Beach,2012-07-15,22,20,2012-07-15,Normal
Marie Curtis Park East Beach,2012-07-14,29,10,2012-07-14,Normal
Marie Curtis Park East Beach,2012-07-14,33,10,2012-07-14,Normal
Marie Curtis Park East Beach,2012-07-14,32,20,2012-07-14,Normal
Marie Curtis Park East Beach,2012-07-14,31,20,2012-07-14,Normal
Marie Curtis Park East Beach,2012-07-14,30,180,2012-07-14,Normal
Sunnyside Beach,2012-07-14,19,140,2012-07-14,Normal
Sunnyside Beach,2012-07-14,18,40,2012-07-14,Normal
Sunnyside Beach,2012-07-14,17,40,2012-07-14,Normal
Sunnyside Beach,2012-07-14,20,40,2012-07-14,Normal
Sunnyside Beach,2012-07-14,21,50,2012-07-14,Normal
Sunnyside Beach,2012-07-14,22,220,2012-07-14,Normal
Marie Curtis Park East Beach,2012-07-13,29,20,2012-07-13,Normal
Marie Curtis Park East Beach,2012-07-13,33,50,2012-07-13,Normal
Marie Curtis Park East Beach,2012-07-13,32,50,2012-07-13,Normal
Marie Curtis Park East Beach,2012-07-13,31,40,2012-07-13,Normal
Marie Curtis Park East Beach,2012-07-13,30,20,2012-07-13,Normal
Sunnyside Beach,2012-07-13,19,10,2012-07-13,Normal
Sunnyside Beach,2012-07-13,18,10,2012-07-13,Normal
Sunnyside Beach,2012-07-13,17,20,2012-07-13,Normal
Sunnyside Beach,2012-07-13,20,20,2012-07-13,Normal
Sunnyside Beach,2012-07-13,21,10,2012-07-13,Normal
Sunnyside Beach,2012-07-13,22,20,2012-07-13,Normal
Marie Curtis Park East Beach,2012-07-12,29,20,2012-07-12,Normal
Marie Curtis Park East Beach,2012-07-12,33,20,2012-07-12,Normal
Marie Curtis Park East Beach,2012-07-12,32,10,2012-07-12,Normal
Marie Curtis Park East Beach,2012-07-12,31,10,2012-07-12,Normal
Marie Curtis Park East Beach,2012-07-12,30,10,2012-07-12,Normal
Sunnyside Beach,2012-07-12,19,10,2012-07-12,Normal
Sunnyside Beach,2012-07-12,18,10,2012-07-12,Normal
Sunnyside Beach,2012-07-12,17,10,2012-07-12,Normal
Sunnyside Beach,2012-07-12,20,10,2012-07-12,Normal
Sunnyside Beach,2012-07-12,21,10,2012-07-12,Normal
Sunnyside Beach,2012-07-12,22,200,2012-07-12,Normal
Marie Curtis Park East Beach,2012-07-11,29,40,2012-07-11,Normal
Marie Curtis Park East Beach,2012-07-11,33,20,2012-07-11,Normal
Marie Curtis Park East Beach,2012-07-11,32,20,2012-07-11,Normal
Marie Curtis Park East Beach,2012-07-11,31,30,2012-07-11,Normal
Marie Curtis Park East Beach,2012-07-11,30,70,2012-07-11,Normal
Sunnyside Beach,2012-07-11,19,30,2012-07-11,Normal
Sunnyside Beach,2012-07-11,18,10,2012-07-11,Normal
Sunnyside Beach,2012-07-11,17,80,2012-07-11,Normal
Sunnyside Beach,2012-07-11,20,10,2012-07-11,Normal
Sunnyside Beach,2012-07-11,21,10,2012-07-11,Normal
Sunnyside Beach,2012-07-11,22,10,2012-07-11,Normal
Marie Curtis Park East Beach,2012-07-10,29,410,2012-07-10,Normal
Marie Curtis Park East Beach,2012-07-10,33,50,2012-07-10,Normal
Marie Curtis Park East Beach,2012-07-10,32,90,2012-07-10,Normal
Marie Curtis Park East Beach,2012-07-10,31,1500,2012-07-10,Normal
Marie Curtis Park East Beach,2012-07-10,30,450,2012-07-10,Normal
Sunnyside Beach,2012-07-10,19,280,2012-07-10,Normal
Sunnyside Beach,2012-07-10,18,110,2012-07-10,Normal
Sunnyside Beach,2012-07-10,17,70,2012-07-10,Normal
Sunnyside Beach,2012-07-10,20,10,2012-07-10,Normal
Sunnyside Beach,2012-07-10,21,20,2012-07-10,Normal
Sunnyside Beach,2012-07-10,22,110,2012-07-10,Normal
Marie Curtis Park East Beach,2012-07-09,29,50,2012-07-09,Normal
Marie Curtis Park East Beach,2012-07-09,33,20,2012-07-09,Normal
Marie Curtis Park East Beach,2012-07-09,32,60,2012-07-09,Normal
Marie Curtis Park East Beach,2012-07-09,31,20,2012-07-09,Normal
Marie Curtis Park East Beach,2012-07-09,30,90,2012-07-09,Normal
Sunnyside Beach,2012-07-09,19,10,2012-07-09,Normal
Sunnyside Beach,2012-07-09,18,200,2012-07-09,Normal
Sunnyside Beach,2012-07-09,17,10,2012-07-09,Normal
Sunnyside Beach,2012-07-09,20,10,2012-07-09,Normal
Sunnyside Beach,2012-07-09,21,60,2012-07-09,Normal
